Tipo,País,Setor,Ativo
Equity,Brasil,Tecnologia,G1DS34.SA
Equity,Brasil,Tecnologia,G2DD34.SA
Equity,Brasil,Tecnologia,GPRO34.SA
Equity,Brasil,Tecnologia,H1PE34.SA
Equity,Brasil,Tecnologia,H2UB34.SA
Equity,Brasil,Tecnologia,HPQB34.SA
Equity,Brasil,Tecnologia,I1FO34.SA
Equity,Brasil,Tecnologia,IBMB34.SA
Equity,Brasil,Tecnologia,INTB3.SA
Equity,Brasil,Tecnologia,INTU34.SA
Equity,Brasil,Tecnologia,ITLC34.SA
Equity,Brasil,Tecnologia,J1NP34.SA
Equity,Brasil,Tecnologia,K1LA34.SA
Equity,Brasil,Tecnologia,K2CG34.SA
Equity,Brasil,Tecnologia,L1DO34.SA
Equity,Brasil,Tecnologia,L1RC34.SA
Equity,Brasil,Tecnologia,LWSA3.SA
Equity,Brasil,Tecnologia,M1CH34.SA
Equity,Brasil,Tecnologia,M1DB34.SA
Equity,Brasil,Tecnologia,M1SI34.SA
Equity,Brasil,Tecnologia,MLAS3.SA
Equity,Brasil,Tecnologia,MSFT34.SA
Equity,Brasil,Tecnologia,MUTC34.SA
Equity,Brasil,Tecnologia,N1OW34.SA
Equity,Brasil,Tecnologia,N1XP34.SA
Equity,Brasil,Tecnologia,NGRD3.SA
Equity,Brasil,Tecnologia,NINJ3.SA
Equity,Brasil,Tecnologia,NOKI34.SA
Equity,Brasil,Tecnologia,NVDC34.SA
Equity,Brasil,Tecnologia,O1KT34.SA
Equity,Brasil,Tecnologia,ORCL34.SA
Equity,Brasil,Tecnologia,P1YC34.SA
Equity,Brasil,Tecnologia,P2AT34.SA
Equity,Brasil,Tecnologia,P2LT34.SA
Equity,Brasil,Tecnologia,PAGS34.SA
Equity,Brasil,Tecnologia,PDTC3.SA
Equity,Brasil,Tecnologia,PHGN34.SA
Equity,Brasil,Tecnologia,POSI3.SA
Equity,Brasil,Tecnologia,Q1RV34.SA
Equity,Brasil,Tecnologia,QCOM34.SA
Equity,Brasil,Tecnologia,R1OP34.SA
Equity,Brasil,Tecnologia,S1NP34.SA
Equity,Brasil,Tecnologia,S1PL34.SA
Equity,Brasil,Tecnologia,S1YM34.SA
Equity,Brasil,Tecnologia,S2HO34.SA
Equity,Brasil,Tecnologia,S2NW34.SA
Equity,Brasil,Tecnologia,S2QS34.SA
Equity,Brasil,Tecnologia,S2QU34.SA
Equity,Brasil,Tecnologia,SAPP34.SA
Equity,Brasil,Tecnologia,SNEC34.SA
Equity,Brasil,Tecnologia,SSFO34.SA
Equity,Brasil,Tecnologia,STMN34.SA
Equity,Brasil,Tecnologia,STOC31.SA
Equity,Brasil,Tecnologia,T1AM34.SA
Equity,Brasil,Tecnologia,T2TD34.SA
Equity,Brasil,Tecnologia,TEXA34.SA
Equity,Brasil,Tecnologia,TOTS3.SA
Equity,Brasil,Tecnologia,TRAD3.SA
Equity,Brasil,Tecnologia,TSMC34.SA
Equity,Brasil,Tecnologia,U1BE34.SA
Equity,Brasil,Tecnologia,U2ST34.SA
Equity,Brasil,Tecnologia,V2ME34.SA
Equity,Brasil,Tecnologia,W1DA34.SA
Equity,Brasil,Tecnologia,W1DC34.SA
Equity,Brasil,Tecnologia,W1IX34.SA
Equity,Brasil,Tecnologia,XRXB34.SA
Equity,Brasil,Tecnologia,Z1BR34.SA
Equity,Brasil,Tecnologia,Z1OM34.SA
Equity,Brasil,Utilidades,A1EE34.SA
Equity,Brasil,Utilidades,A1EN34.SA
Equity,Brasil,Utilidades,A1EP34.SA
Equity,Brasil,Utilidades,A1ES34.SA
Equity,Brasil,Utilidades,A1WK34.SA
Equity,Brasil,Utilidades,AESB3.SA
Equity,Brasil,Utilidades,AFLT3.SA
Equity,Brasil,Utilidades,ALUP11.SA
Equity,Brasil,Utilidades,ALUP3.SA
Equity,Brasil,Utilidades,ALUP4.SA
Equity,Brasil,Utilidades,AURE3.SA
Equity,Brasil,Utilidades,C1MS34.SA
Equity,Brasil,Utilidades,CBEE3.SA
Equity,Brasil,Utilidades,CEBR3.SA
Equity,Brasil,Utilidades,CEBR5.SA
Equity,Brasil,Utilidades,CEBR6.SA
Equity,Brasil,Utilidades,CEEB3.SA
Equity,Brasil,Utilidades,CEEB5.SA
Equity,Brasil,Utilidades,CGAS3.SA
Equity,Brasil,Utilidades,CGAS5.SA
Equity,Brasil,Utilidades,CLSC3.SA
Equity,Brasil,Utilidades,CLSC4.SA
Equity,Brasil,Utilidades,CMIG3.SA
Equity,Brasil,Utilidades,CMIG4.SA
Equity,Brasil,Utilidades,COCE5.SA
Equity,Brasil,Utilidades,CPFE3.SA
Equity,Brasil,Utilidades,CPLE3.SA
Equity,Brasil,Utilidades,CPLE5.SA
Equity,Brasil,Utilidades,CPLE6.SA
Equity,Brasil,Utilidades,CSMG3.SA
Equity,Brasil,Utilidades,CSRN3.SA
Equity,Brasil,Utilidades,D1OM34.SA
Equity,Brasil,Utilidades,D1TE34.SA
Equity,Brasil,Utilidades,DUKB34.SA
Equity,Brasil,Utilidades,E1DI34.SA
Equity,Brasil,Utilidades,E1IX34.SA
Equity,Brasil,Utilidades,E1SE34.SA
Equity,Brasil,Utilidades,E1VR34.SA
Equity,Brasil,Utilidades,E1XC34.SA
Equity,Brasil,Utilidades,EGIE3.SA
Equity,Brasil,Utilidades,EKTR3.SA
Equity,Brasil,Utilidades,EKTR4.SA
Equity,Brasil,Utilidades,ELET3.SA
Equity,Brasil,Utilidades,ELET6.SA
Equity,Brasil,Utilidades,EMAE4.SA
Equity,Brasil,Utilidades,ENEV3.SA
Equity,Brasil,Utilidades,ENGI11.SA
Equity,Brasil,Utilidades,ENGI3.SA
Equity,Brasil,Utilidades,ENGI4.SA
Equity,Brasil,Utilidades,ENMT4.SA
Equity,Brasil,Utilidades,EQMA3B.SA
Equity,Brasil,Utilidades,EQPA3.SA
Equity,Brasil,Utilidades,EQPA7.SA
Equity,Brasil,Utilidades,EQTL3.SA
Equity,Brasil,Utilidades,F1EC34.SA
Equity,Brasil,Utilidades,GEPA3.SA
Equity,Brasil,Utilidades,GEPA4.SA
Equity,Brasil,Utilidades,GPAR3.SA
Equity,Brasil,Utilidades,LIGT3.SA
Equity,Brasil,Utilidades,N1GG34.SA
Equity,Brasil,Utilidades,N1RG34.SA
Equity,Brasil,Utilidades,NEOE3.SA
Equity,Brasil,Utilidades,NEXT34.SA
Equity,Brasil,Utilidades,RAIZ4.SA
Equity,Brasil,Utilidades,REDE3.SA
Equity,Brasil,Utilidades,RNEW11.SA
Equity,Brasil,Utilidades,RNEW3.SA
Equity,Brasil,Utilidades,RNEW4.SA
Equity,Brasil,Utilidades,SAPR11.SA
Equity,Brasil,Utilidades,SAPR3.SA
Equity,Brasil,Utilidades,SAPR4.SA
Equity,Brasil,Utilidades,SBSP3.SA
Equity,Brasil,Utilidades,SRNA3.SA
Equity,Brasil,Utilidades,T1SO34.SA
Equity,Brasil,Utilidades,TAEE11.SA
Equity,Brasil,Utilidades,TAEE3.SA
Equity,Brasil,Utilidades,TAEE4.SA
Equity,Brasil,Utilidades,TRPL3.SA
Equity,Brasil,Utilidades,TRPL4.SA
Equity,Brasil,Utilidades,W1EC34.SA
Moedas,Brasil,Cotação,BRL=X
Moedas,Brasil,Cotação,GBPBRL=X
Moedas,Brasil,Cotação,AUDBRL=X
Moedas,Brasil,Cotação,NZDBRL=X
Moedas,Brasil,Cotação,EURBRL=X
Moedas,Brasil,Cotação,CNYBRL=X
Moedas,Brasil,Cotação,HKDBRL=X
Moedas,Brasil,Cotação,SGDBRL=X
Moedas,Brasil,Cotação,INRBRL=X
Moedas,Brasil,Cotação,MXNBRL=X
Moedas,Brasil,Cotação,PHPBRL=X
Moedas,Brasil,Cotação,IDRBRL=X
Moedas,Brasil,Cotação,THBBRL=X
Moedas,Brasil,Cotação,MYRBRL=X
Moedas,Brasil,Cotação,ZARBRL=X
Moedas,Brasil,Cotação,RUBBRL=X
